CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
3695,GUANT ARQ A 100 ACOLC NINO 0/3,2140,5,3167,6799819-7,0.0
3696,7238 ZAPAT PAMARO AR 238 39/44,5590,12,8273,5660138-4,0.0
3697,CANILLERA PLASTICA IMPAC,1146,5,1990,77462640-9,0.0
3698,TROFEO MODELO 2071,9200,5,13616,48051495-5,0.0
3699,TROFEO MODELO 2081,9500,5,14060,41051495-8,0.0
3700,MOCHILA NINO COLOR A 490 73085,1350,14,1998,79931820-2,0.0
3701,MOCHILA  COLOR ARTI 492  73086,1890,5,2797,79931820-2,0.0
3702,MOCHILA COL ART PPVR031 803123,860,5,1278,79931820-2,0.0
3703,MOCHILA COLORE PPRV 065 803123,860,5,1272,79931820-2,0.0
3704,MOCHILA ARTICU 497 COLOR 73089,2890,5,4277,79931820-2,0.0
3705,MOCHILA 541 COLOR NINOS 803121,1350,5,1998,79931820-2,0.0
3706,TOALLA MOTIVO DEPRTIVOS 753004,2100,14,3108,79931820-2,0.0
3707,324-6126 ZA ESCOLAR NINO 30/33,6906,8,10220,91384000-3,0.0
3708,424-6126 ZA ESCOLAR NINO 34/38,7482,8,11073,91384000-3,0.0
3709,PITO PLASTICO ETO C/BLISTER,190,5,490,76064490-0,4.0
3710,GRONOMETRO TORPEDO 202,4890,5,8550,76064490-0,0.0
3711,FRAZADA GRIS MODELO JUNIOR 1 P,1116,4,1652,78378650-8,0.0
3712,BALON BASKET 5 NASSVILLE,1309,2,2290,84915900-3,0.0
3713,PIJAMA POLAR NINO BIC 6/16,3300,2,4990,93049000-8,0.0
3714,POLO NINO I COLOR 6/16,750,2,1110,90349000-4,0.0
3715,GUANTE ARQ LOTTO CROSS,5700,2,8436,10700067-4,0.0
3716,CAMISE DE ARBITRO M/L/C BROCHE,4950,2,7326,7576541-K,0.0
3717,1-1-2202/02 FUT ENTR S.ALLROUN,5600,6,8288,88887900-5,0.0
3718,7551 BOTIN RENO PASACORD 33/38,5990,6,8865,5660138-4,0.0
3719,FORCE NEGRA ENTERA M.PU  39/44,6430,6,9516,78115740-6,0.0
3720,ESTOPEROL NYLON PTA ACERO,910,5,1990,77462640-9,1.0
3721,1002 STOPEROLES BICOLOR 13/16,743,5,1990,77462640-9,0.0
3722,RODILLERA ELAS ROTULA DRIBLING,1598,5,2790,77462640-9,0.0
3723,BALON BASQUET N*3DRIBLING,2662,5,4690,77462640-9,1.0
3724,BC111004 ROD VOLLEY PROF ADULT,2012,5,2977,77462640-9,0.0
3725,BANDA LATEX TORP 4MM,2358,5,3990,76064490-0,1.0
3726,7544 BOTIN HOMBRE RENO C 38/43,5990,12,8865,79534220-6,0.0
3727,178-1 ZAP DEPOR BALN/NEG 38/43,5990,6,8865,78748400-K,0.0
3728,137-N1 ZAP DEPORTI TENIS 39/44,5990,6,8865,78748400-K,0.0
3729,153-1 ZAP DEPORTIV BLANC 39/44,5990,6,8865,78748400-K,0.0
3730,121-1 ZAP DEP CON LUC BL/NEGRA,3990,6,7890,78748400-K,0.0
3731,140-1 ZAP D CUERO BL/ROJ 38/44,3990,6,7890,78748400-K,0.0
3732,121-2 Z CUERO DEP BL/NEG 34/38,3490,6,7490,78748400-K,0.0
3733,140-2 ZAP CUERO BLA/ROJO 34/38,3490,6,7490,78748400-K,0.0
3734,165-A2 ZAP DEP TENIS BLA 34/38,5990,6,8865,78748400-K,0.0
3735,121-3 ZAP CUERO BLAN/NEG 26*33,3490,6,7490,78748400-K,0.0
3736,01.08.0009 RODILLERA PATINES C,1290,5,1909,84915900-3,0.0
3737,01.08.0029 CODERAS PARA PATINE,1290,5,1909,84915900-3,0.0
3738,SET BUSEO ART.9,3590,5,5313,84915900-3,0.0
3739,174-3 ZAPAT FUTBOLL NINO 28*33,4490,5,7385,78748400-K,0.0
3740,174-2 ZAPA FUTBOLL JUVEN 34*38,4490,5,8125,78748400-K,0.0
3741,110-L ZAD DAMA COL LUCES 34*39,3990,6,5905,78748400-K,0.0
3742,BC151010 FAJA LUMBAR NEOPREN L,2961,5,4990,77462640-9,0.0
3743,PANO DE COCINA GRUESO COLORES,291,14,431,79931820-2,0.0
3744,BUZO DEPOR AZUL M COMPLEO 8/14,3390,2,5017,79931820-2,0.0
3745,BUZO DEPOR AZUL M COMPLETO 4/7,2800,3,4144,79931820-2,0.0
3746,CALCETA TOALLA COLEG TAM CHICO,280,10,414,79931820-2,0.0
3747,CALCETA COLEG TOALLA TAM MEDIA,330,10,488,79931820-2,0.0
3748,CALCETA TOALLA AZUL M TAM GRAN,360,10,532,79931820-2,0.0
3749,G.ARQUERO CAFU COPA 8/11,4990,5,8990,76064490-0,0.0
3750,PROTECTOR BUCAL DOBLE,1127,5,1990,77462640-9,0.0
3751,QUILT BORDADO 2.5PL,9200,5,16990,79536070-0,0.0
3752,CINTURON HUASO FANT.,5509,3,8153,80019100-9,0.0
3753,7255 ZAP NOBUC COR CA/VE 38/43,5790,12,8569,79534220-6,0.0
3754,7210 ZAP NOBUC CORD CAFE 39/43,5790,12,8569,79534220-6,0.0
3755,BOTIN CUERO P.A. AR 5179 38/46,6500,12,12900,92334000-9,0.0
3756,7146 ZAP FUT GOLEAD GOMA  6/12,9408,5,13923,96512180-3,0.0
3757,7156 ZAP FUTB COLEAD INYE 6/12,10896,5,16126,96512180-3,0.0
3758,11210 FRAZADA ESCOCESAS 1 PLAZ,4090,4,6053,93049000-8,0.0
3759,FRAZADAS MOISES,2100,4,3108,93049000-8,0.0
3760,BALON BASKET GOMA 7 MOLTEN,5990,3,9990,79587250-7,0.0
3761,CAM FUT SELC ARGEN 2/16,4990,10,9990,10150306-2,0.0
3762,SHORT NINO LISO 6/16,990,14,1465,3441908-6,0.0
3763,POLERA PIQUET ADULT S/XL,3490,14,3990,81756100-4,0.0
3764,5000 CALCETIN LANA COLOR 10/12,1100,10,1628,80887500-4,0.0
3765,5100 SURTIDO 10/12,1300,10,1924,80887500-4,0.0
3766,POLAINA MASCOTA HUASO,3000,10,5490,9252182-6,0.0
3767,POLAINA JUVENIL HUASO,9000,10,15790,9252182-6,1.0
3768,616-6673 VESTI REINA NEG 34/39,4194,12,6207,91384000-3,0.0
3769,503-4693 BOTIN DAMA CAFE 34/39,5994,12,8871,91384000-3,0.0
3770,503-6693 BOTIN DAMA NEGR 34/39,5994,12,8871,91384000-3,0.0
3771,806-6695 BOTIN HOMB MARE 39/44,8394,12,12423,91384000-3,0.0
3772,4855 SOQ COLEG PLOMO ALGD 9/10,687,10,1016,80450700-0,0.0
3773,4530 SOQU CORTO DAMA BLAN 9/11,760,10,1124,80450700-0,0.0
3774,4510 SOQ CORTO HOM CICLIS 9/10,673,10,996,80450700-0,0.0
3775,CALCETIN DRALON HOMBRE,650,10,962,80450700-0,0.0
3776,4520 SOQU DAMA CORTO BLAN 9/12,790,10,1169,80450700-0,0.0
3777,4680 SOQ TENIS ADULT BLAN 9/12,825,10,1221,80450700-0,0.0
3778,4952 SOQ. DRALON DEPVO DAMAS,738,10,1092,80450700-0,0.0
3779,922 CUBREC RASO ESTAMP 1 1/2 P,19170,4,28371,80943400-1,0.0
3780,234 TOALLA VELUTTI BANO COLORE,1890,14,2797,80943400-1,0.0
3781,SOMBRERO TIROLES A/95546 54/60,5400,15,7992,50117670-2,0.0
3782,SOMBRERO ARGENTINO A/11200 54/,3300,15,4884,50117670-2,0.0
3783,656-6655 ZA DAM TACO COR 34/39,5124,12,7983,91384000-3,0.0
3784,TOALLA 30*60 753010 COLORES TA,1060,14,1568,79931820-2,0.0
3785,POLERON BORDA ADUL 191003 S/XL,3870,3,5727,79931820-2,0.0
3786,POLERON RAICING AD 191004 S/XL,2515,3,3722,79931820-2,0.0
3787,CALCE VISCOCHO ADUL ALGODON DE,308,10,455,79931820-2,0.0
3788,CALCETI VISCOCHO GRUESO 501004,359,10,531,79931820-2,0.0
3789,CAMIS LISTA VERCUCCI ADUL S/XL,1790,3,2649,79931820-2,0.0
3790,PANTUFLAS HOMBRE  COTELE 38/44,1250,16,1850,79931820-2,0.0
3791,PANTALON LARGO ALGOD BLA 12/16,760,16,1125,79931820-2,0.0
3792,PARKA ADULT COLOR FB-3457 S/XL,10355,3,15325,79931820-2,0.0
3793,PARKA C/SUBIDO ADUL COLOR S/XL,11555,3,17101,79931820-2,0.0
3794,CAMISA FRAN ESCOCESAS ADU S/XL,2990,9,4425,81415800-4,0.0
3795,A74161 ZAP B.B. NEG TREFO 5/12,11120,6,16457,95271000-1,0.0
3796,PANT. CASIMIR HUASO 44-50,6300,3,9324,80019100-9,0.0
3797,DELANTAL CUADR ROSADO 10/12,3599,3,5590,80019100-9,0.0
3798,ART 75 PANTALO TRAD LANA 46/50,9429,3,13954,80019100-9,0.0
3799,MANGA CHOFER,0,3,790,76451600-1,0.0
3800,POLERA ESTAM.NINO 6/16,1390,14,2057,81756100-4,0.0
3801,BALON RUGBY 5 GALES,5189,14,7679,77462640-9,0.0
3802,BALON BABY CORVUS,5377,14,8990,76064490-0,0.0
3803,A32222 TORSION CHAMPION V 7/11,8570,6,12964,95271000-1,0.0
3804,105-3 ZAP JOGGINS NINO C 26/33,3990,6,5902,78748400-K,0.0
3805,112-B ZAP JOGGINS COLOR  38/44,4990,6,7385,78748400-K,0.0
3806,149-1 ZAP TENIS BLAN DIB 39/44,4990,6,7385,78748400-K,0.0
3807,148-1 ZAP TENIS BLAN DIB 39/44,5490,6,8125,78748400-K,0.0
3808,157-N1 ZAP BLA CUERO TEN 39/44,4490,6,6645,78748400-K,0.0
3809,157-G1 ZAP JOGGINS COLOR 39/44,4490,6,6645,78748400-K,0.0
3810,RED BABY FUTBOLL,9450,3,13986,76486860-9,0.0
3811,GORRA NAT LYCRA ESTAMPADA,890,5,1990,77139990-8,1.0
3812,GORRA NAT SILICONA SPA,1390,5,2490,77139990-8,0.0
3813,SET GORRO LENTE JR,2490,15,4490,77139990-8,0.0
3814,SUSPENSORES ADULTO,2000,5,4990,7477724-4,0.0
3815,CINTURON CUERO CAPELL 4CM,3500,5,5990,7477724-4,0.0
3816,COR PLANO Y RED 90CM,115,5,460,7477724-4,65.0
3817,CORDON PLANO O REDO 120CM,141,15,490,7477724-4,0.0
3818,CORDON RED 60CM,100,5,300,7477724-4,7.0
3819,"BALON ESPONJA HANBOL 6""",3090,15,5490,76064490-0,0.0
3820,"BALON ESPONJA VOLEY 7""",4690,15,7990,76064490-0,0.0
3821,BOLSO CAFU SACK 40*50CMS,2061,15,3490,76064490-0,0.0
3822,ZAP BABY UHLPORS 39/44,10990,15,17990,76064490-0,0.0
3823,CALCET CACHEMIRA VARON,630,15,1190,76451600-1,2.0
3824,84099001 AC/12 BALON FUT QUEST,4000,5,6990,78744360-5,0.0
3825,CAMIS FRANELA DAMA M/L,1333,2,1980,76451600-1,0.0
3826,CUADRO DAMA C/BOLSILLO,580,2,858,76451600-1,0.0
3827,603-4639 BOTIN DAMA NOBU 34/39,6594,12,9759,91384000-3,0.0
3828,603-6639 BOTIN DAMA NOBU 34/39,6594,12,9759,91384000-3,0.0
3829,606-4633 BOTI M/C HEV CA 34/39,6594,12,9759,91384000-3,0.0
3830,606-6633 BOTI M/C HEV NE 34/39,6594,12,9759,91384000-3,0.0
3831,300-1 ZUNGA TRADICIO LISA S/XL,424,9,627,78063020-5,0.0
3832,300-2 ZUNGA TRADI LISTADA S/XL,508,9,751,78063020-5,0.0
3833,GUANTILLA ELASTICADA,1872,2,3290,76486860-9,0.0
3834,PANTALON BUZO RAQUELADO C S/XL,4000,2,5920,9798276-7,0.0
3835,JEANS UFFO DESTE BOL LAT 42/50,5674,3,8397,78744660-4,0.0
3836,606-4631 BOTIN M/CAN CAF 34/39,5994,12,8871,91384000-3,0.0
3837,606-4694 BOTIN M/CAN CAF 34/39,5994,12,8871,91384000-3,0.0
3838,606-6694 BOTIN M/CAN NEG 34/39,5994,12,8871,91384000-3,0.0
3839,4540 SOQ DAMA COLOR CORTO 9/11,724,10,1071,80450700-0,0.0
3840,3102005 JOKEYS SURTIDO COLORES,1000,15,1480,91166000-8,0.0
3841,PANTALON ALGOD LAR BLANCO 6/12,655,9,969,79931820-2,0.0
3842,POLERA BLAN MAN/LARGA ALG 6/12,655,9,969,79931820-2,0.0
3843,513005 CALCETA VISCOCHO  NINOS,190,10,281,79931820-2,0.0
3844,PANTALON BUZO NINO FRANEL S/XL,1900,2,2812,9798276-7,0.0
3845,5177 BOTIN NEGR CANA ALT 38/44,8900,12,13172,92334000-9,0.0
3846,302-6195BOTA LLUVIA PVC,2994,13,4431,91384000-3,0.0
3847,CO70203 CUERDA SALTAR MANG MAD,690,5,1021,96311000-6,0.0
3848,CONJUN CAM M/LAR PANT LAR S/XL,3690,9,5461,3441908-6,0.0
3849,563 CAM ESCOS FRAN NINO M/L 16,2580,3,3818,83569800-9,0.0
3850,MANCUERNA PAR 1/2 K PAR,1290,14,2990,76064490-0,0.0
3851,MANQUERNA 2K PAR,3190,14,5590,76064490-0,1.0
3852,PIJAM CORTO ALG 10/16,2350,14,3990,3441908-6,4.0
3853,PETO JUNIOR C/ELAS COLOR,692,14,1190,77462640-9,0.0
3854,MANCUERNA 1 KG EJRECIC,1090,14,1613,84915900-3,0.0
3855,070 JEAN BOSTON BIO-STON 40/50,5190,3,7681,96597120-3,0.0
3856,HFJD10 FRA JAQUAR EXTR 10 1 PL,3420,4,5062,92817000-4,0.0
3857,HFJD15 FRAZ JAQUAR EXTR 11/2 P,3560,4,5269,92817000-4,0.0
3858,HFL10 FRAZ LISTAD CLAS 1 PLAZA,4360,4,6990,92817000-4,0.0
3859,FRAZADA LISTADA CLASICA 2P,4710,4,6971,92817000-4,0.0
3860,CHAQUETA CUERINA ADULTO 211010,4760,3,7044,79931820-2,0.0
3861,1/1/2119/2 FUT EMPER FIJO 6/11,13900,5,20572,88887900-5,0.0
3862,20 JEANS AMERICANINO NINO 4/14,3540,3,5239,96597120-3,0.0
3863,CUBRETODO COLORES  ARTESANALES,2500,4,3700,78378650-8,0.0
3864,056 VAQUERO LEE ADUL DES 40/50,5180,15,7666,96597120-3,0.0
3865,3102002 SOM HUASO LANA COL 3/6,8008,15,11851,91166000-8,0.0
3866,AO1938 QUESTRA TEAM BABY  6/11,9990,6,14785,95271000-1,0.0
3867,AO1502 ZAP FUT LIGA QUEST 6/11,7640,5,13207,95271000-1,0.0
3868,MANTA SHERPA 127*152,2900,13,4990,79536070-0,0.0
3869,SET BAÑO 6PZ MACRON,8500,15,12990,76536070-6,0.0
3870,PLANTILLA CUERO,1000,15,1990,7477724-4,0.0
3871,6500 SOQU LANA VISC CAJA 10/12,1600,10,2368,90914000-5,0.0
3872,MANTAS POLAR COLORES,2990,15,4425,93049000-8,0.0
3873,01010037 MALLA AROS BASKETBOLL,446,5,990,84915900-3,0.0
3874,01050013 CORDONES PARA PITOS A,125,5,185,84915900-3,0.0
3875,810 SWETER HOMBRE TRENZAS S/XL,5900,3,8732,80448300-4,0.0
3876,PLUMON SINGLE TRON,6900,3,14900,89524100-8,0.0
3877,MED FUT CAFU WORLD ADULT,990,5,1890,76064490-0,4.0
3878,BALON BABY LIVERPOOL,4036,5,6990,77462640-9,0.0
3879,BC161001 CINTA PARA CAPITAN FU,802,5,1490,77462640-9,0.0
3880,PLUMON SINGLE MANNY DISNEY,8250,3,14900,89524100-8,0.0
3881,ART 8 ZAP HUASO 26/29,11990,5,17745,6167385-7,0.0
3882,ART 8 ZAP HUASO ESPECIAL 45/47,14990,12,22185,6167385-7,0.0
3883,603-4683 BOTIN TEENE NEG 34/39,5934,12,8783,91384000-3,0.0
3884,603-6683 BOTIN TEENE CAF 34/39,5935,12,8783,91384000-3,0.0
3885,PARKA NINO REVERSIBLE IMP S/XL,6700,3,9916,78505590-K,0.0
3886,SLIP BLANCO ALGODON ADULT S/XL,300,3,444,78505590-K,0.0
3887,BLUE JEANS COLORES ADULT 30/36,3750,3,6000,78505590-K,0.0
3888,PARKA P/H ACOLCHADA ADULT S/XL,6900,3,10212,78505590-K,0.0
3889,CASACA P/H GAMUZA 3523 AD S/XL,5700,3,8436,78505590-K,0.0
3890,ZAP DESCA TOALLA S/T DAM 34/39,980,6,1450,3634288-9,0.0
3891,ZAP DESC HOMBR TOALL S/T 38/43,1250,6,1850,3634288-9,0.0
3892,ZAP DESC HOMBRE C/T LONA 38/43,1500,6,2220,3634288-9,0.0
3893,ZAP DESCAN DAMA LONA S/T 34/39,1490,6,2205,3634288-9,0.0
3894,BUZOS NINOS MELANG L/COL 30/38,1600,3,2800,6612412-6,0.0
3895,PAH447C00 PANUE HOM COL 2/CAJA,560,15,1290,93049000-8,0.0
3896,PAH447A00 PANUEL BL HOM 2/CAJA,425,15,629,83303900-8,0.0
3897,CANILLERA LOTTO COMBAT,2250,2,3330,10700067-4,0.0
3898,PAÑAL BEBE 60*60,453,15,790,93049000-8,4.0
3899,CUBRECAMA ESTAM 1 PL,7002,5,10990,93049000-8,0.0
3900,GORRO LLUVIA VERDE,580,5,858,84915900-3,0.0
3901,"BALON SPONJA 6"" G",1602,5,3490,84915900-3,5.0
3902,BOTINERO MOD EQUIP PROFE COLOR,1400,5,2368,78236100-7,0.0
3903,040-1 ZAP CANA NEGR ADUL 39/43,6490,6,9605,78748400-K,0.0
3904,055-1 ZAP NEGR BL/RJ ADU 39/43,6490,6,9605,78748400-K,0.0
3905,057-1 ZAP DEPORTIV NEGRA 39/43,5990,6,8865,78748400-K,0.0
3906,PITOS R/CERRADO,500,5,873,3634388-5,0.0
3907,COTONA AZ MAR LYON S/XL,5140,5,8990,76333900-9,0.0
3908,PITOS ACME ART 623 TRADI COLOR,732,5,1083,83747200-8,0.0
3909,PITOS ACME ART 635 CURVO NEGRO,839,5,1241,83747200-8,0.0
3910,RED BASKET BLANCA UN,751,5,1490,77462640-9,0.0
3911,ZAP.RITMICA 26/39,3179,5,5550,77462640-9,0.0
3912,CUBRECAMA 1.5 PL C/FUN,5700,4,9990,92817000-4,0.0
3913,ART 44 CODERAS PARA PATINES RE,1285,5,2100,5760905-2,0.0
3914,ART 44 RODILLERAS PARA PATINES,1285,5,2100,5760905-2,0.0
3915,SABANA HANDY MANY SINGLE,5489,3,7990,89524100-8,0.0
3916,FAJA ELAS POS OPER 4B,6877,3,11990,77139990-8,0.0
3917,MUNEQUERA ELAST MEDIS S/XL,990,5,1790,77139990-8,3.0
3918,AO3644 OPEN JR BLO/VER/A 26/33,8570,6,12683,95271000-1,0.0
3919,A31482 ZAP.T.ENDURANCE BL 6/12,8760,6,12965,95271000-1,0.0
3920,PROTECTOR BUCAL SIMPLE,709,5,1490,77462640-9,0.0
3921,BOTINEROS BORDADOS CLUBES COLO,2000,5,2960,6863726-0,0.0
3922,ART 10L CANILLERAS DE NI╛OS,940,5,1391,5760905-2,0.0
3923,ART.20S CANILLERA NI╛O C/TOB,900,5,1332,5760905-2,0.0
3924,ART 919 A TROFEO ITALIANO MEDI,2291,17,3390,84071800-K,0.0
3925,ART 919  C TROFEO ITALIANO MED,3458,17,5118,84071800-K,0.0
3926,LOTE 33 TROFEO ITALIANO MEDIAN,1500,17,2220,84071800-K,0.0
3927,LOTE 31 TROFEO ITALIANO MEDIAN,3791,17,5611,84071800-K,0.0
3928,ART 966 B TROFEO ITALIANO MEDI,2708,17,4007,84071800-K,0.0
3929,ART 930 A TROFEO ITALIANO GRAN,3071,17,4545,84071800-K,0.0
3930,ART 930 D TROFEO ITALIANO MEDI,5900,17,8732,84071800-K,0.0
3931,TOALLA TRAMAHUEL SET,1767,14,2615,79724330-2,0.0
3932,039-2 ZAP DEPOR BLANC/AZ 26/33,3490,6,5165,78748400-K,0.0
3933,053-2 ZAP DEPOR NEGRA/BL 34/38,6490,6,9605,78748400-K,0.0
3934,114 ZAP DAMA NEGRA NOBUK 34/38,4990,6,7385,78748400-K,0.0
3935,058-1 ZAP DEPOR NEGRA AD 38/43,5990,6,8865,78748400-K,0.0
3936,053-1 ZAP DEPO NEGRA HOM 38/44,6490,6,9605,78748400-K,0.0
3937,PISO BAÑO,1300,14,2490,93049000-8,0.0
3938,CAJA PAÑULO BLCO 2,720,5,1290,93049000-8,0.0
3939,SET CORTINA DE BA╛O,4450,14,6586,79724330-2,0.0
3940,CAMISA COLEGIO BLANCA,1500,15,2220,93049000-8,0.0
3941,PL6867 ZAPATILLA SKAY 29-34,2990,6,4425,77997550-9,0.0
3942,TROFEO MODELO 2091,10200,5,15096,48051495-5,0.0
3943,7060-9-2 SOQ STRECH HOMB 10/12,490,10,725,90914000-5,0.0
3944,PLUMON MICRO 2PL. REVER,7406,4,12960,79536070-0,0.0
3945,FRAZADAS GRIS CAMA 1 1/2 PLAZA,1590,4,2353,8795379-3,0.0
3946,59025 ZAP FUT GO AREA NEG 7/12,9174,5,13577,96544410-6,0.0
3947,350 CAM H. M/L LISO COLORES OS,2980,3,4410,83569800-9,0.0
3948,VE100645 VENDA NYLASTIC 6 CENT,350,5,650,78113210-1,0.0
3949,VE100845 VENDA NYLASTIC 8 CENT,430,5,690,78113210-1,0.0
3950,JT101 JUEGO TOALLAS 2PLZA CHAM,2390,14,3537,80943400-1,0.0
3951,CAMISOLA LOLA ALG S/XL,1800,3,1990,93049000-8,1.0
3952,099 JEAN PASCOLO BIO-WASH 4/14,3610,3,5342,96597120-3,0.0
3953,059-B2 ZAPATIL DEP NEGRA 34/38,5990,6,8865,78748400-K,0.0
3954,059-N2 ZAPATIL DEP NEGRA 34/38,5990,6,8865,78748400-K,0.0
3955,059-B1 ZAPATIL DEP NEGRA 39/44,5990,6,8865,78748400-K,0.0
3956,059-N1 ZAPATIL DEP NEGRA 39/44,5990,6,8865,78748400-K,0.0
3957,047-2 ZAPATILL DEP NEGRA 34/38,5990,6,8865,78748400-K,0.0
3958,PIJAMA VARON ALG CORTO S/XL,3168,5,5990,76451600-1,10.0
3959,CAMISA M/LARGA LISTADA AD S/XL,1200,3,1890,78742460-0,0.0
3960,CAMISA MEDI/MANGA LISTADA S/XL,1100,3,1775,78742460-0,0.0
3961,VESTIDOS DE NINA COLORES 06/14,500,3,1650,78742460-0,0.0
3962,PALETAS DE PING PONG SIMPLE CO,528,5,781,80462100-8,0.0
3963,PALETAS DE PING PONG PROFECION,1870,5,2767,80462100-8,0.0
3964,BALOB DE BASKETBOLL TRICOLOR 7,1795,5,2656,80462100-8,0.0
3965,BALONES DE ESPONJA TAM MEDIANO,1500,5,2220,3985816-9,0.0
3966,POLO ESTAMPA CON DEPORTES S/XL,1035,3,1531,3441908-6,0.0
3967,BOXER CUADROS ADULT S/XL,750,3,1179,3441908-6,0.0
3968,POLO C/CUELLO LISTA F/GRIS S/L,1701,3,2797,3441908-6,0.0
3969,MALLA FUT HEXAGONAL ECON ETO,35991,5,69900,76064490-0,0.0
3970,CUBRECAMA FLORENCIA 11/2P C/F,5780,5,9990,79536070-0,1.0
3971,POLO PIQUET FANTASIA C/CU S/XL,1780,3,2634,3441908-6,0.0
3972,CALZON LARGO ACANAL S/XL,1750,9,2990,3441908-6,3.0
3973,CHALA ADULTO 39-43,1508,3,2332,3441908-6,0.0
3974,PANTALON GABAR C/CINT 353901,3790,3,4990,81756100-4,9.0
3975,CORBATAS ESTAMPADAS,1180,2,1746,78165090-0,0.0
3976,GORROS LANA,750,3,1110,83303900-8,0.0
3977,PANTALON ARQUE NINO CAFU S/XL,7990,10,13990,76064490-0,0.0
3978,SILBATO FINGER GRIP,1367,5,2390,77462640-9,1.0
3979,PIJAMA ALG LAG HOM S/XL,4800,3,8490,76451600-1,0.0
3980,589-5043 ZAPA LONA COLOR 34/39,3920,6,6890,91384000-3,0.0
3981,689-9205 ZAP MOD ALPAR C 34/39,1794,6,2655,91384000-3,0.0
3982,589-6087 ZAP LONA MO ALP 34/39,1614,6,2388,91384000-3,0.0
3983,BOXER TRADICIONAL HOMBRE,999,9,1479,6226100-5,0.0
3984,BALON PRIME 5,3432,5,5990,77462640-9,6.0
3985,SUSPENSOR BROCHE ADUL,3920,15,5990,79991740-8,2.0
3986,SUSPENSORES AMERICANO,3980,15,6950,79991740-8,0.0
3987,TOALLA DE MANO COLORES GRUESAS,550,14,814,81415800-4,0.0
3988,TOALLA DE MANO COLORES ESTAMPA,430,14,636,81415800-4,0.0
3989,CAMISETAS DEPORTIVAS,6490,5,9605,78621160-3,0.0
3990,BOTINERO LOTTO,2300,2,3404,10700067-4,0.0
3991,1/3/1305/66 BALON FUTBOLL MIDF,4640,5,6867,88887900-5,0.0
3992,LOTE 12COPAS ITALIANAS,2375,17,3515,84071800-K,0.0
3993,5551160 COPA SPORTIVA,3500,5,5180,84071800-K,0.0
3994,LOTE 6 COPAS AB-201,2917,17,4317,84071800-K,0.0
3995,SET 3COPAS ART5339,5167,17,7647,84071800-K,0.0
3996,934-A TROFEO ITALIANO TAM GRAN,7600,17,15900,84071800-K,0.0
3997,929-A TROFEO ITALIANO TAM GRAN,8600,17,16800,84071800-K,0.0
3998,177-1 ZAP BABY M QUESTRA 39/43,5990,6,8865,78748400-K,0.0
3999,177-2 ZAP BABY M QUESTRA 34/38,5990,6,8865,78748400-K,0.0
4000,062-B2 ZAP DEP JUVENIL C 34/38,5990,6,8865,78748400-K,0.0
4001,062-B1 ZAP DEP JUVENIL 39/43 C,5990,6,8865,78748400-K,0.0
4002,065-1 ZAP.DEP BLANC/NEGR 39/43,5990,6,8865,78748400-K,0.0
4003,065-2 ZAP BLANC/NEGR JUV 34/38,5990,6,8865,78748400-K,0.0
4004,179-1 ZAP DEP BL/NEGR JU 39/43,4990,6,7385,78748400-K,0.0
4005,113-R ZAP DAMA BLAN/ROSA 34/39,3990,6,5905,78748400-K,0.0
4006,113-C ZAP DAMA BLAN/CELE 34/39,3990,6,5905,78748400-K,0.0
4007,110-C3 ZAP BLAN/ROSAD NI 26/33,2990,6,4425,78748400-K,0.0
4008,401-C ZAPAT DEP CAFE HOM 39/43,5990,6,8865,78748400-K,0.0
4009,156-N2 ZAPA CUERO BLANCA 34/38,4990,6,7385,78748400-K,0.0
4010,254-6192 ZA ESCOL NE HEV 26/29,5934,8,8783,91384000-3,0.0
4011,354-6192 ZA ESCOL NE HEV 30/33,6474,8,9582,91384000-3,0.0
4012,454-6192 ZA ESCOL NE HEV 34/38,7014,8,10381,91384000-3,0.0
4013,854-6192 ZA ESCOL NE HEV 39/44,8094,8,11980,91384000-3,0.0
4014,824-6106 ZAPATON ESCOL N 39/44,9714,8,14377,91384000-3,0.0
4015,854-6652 ZAP COLE NE COR 39/44,11334,8,16775,91384000-3,0.0
4016,389-5043 ZA LONA COR COL 30/33,2094,6,3099,91384000-3,0.0
4017,RED DE VOLLEYBOLL 60 H CUERDAS,7580,5,11218,4131588-1,0.0
4018,FAJAS,6800,5,10064,4131588-1,0.0
4019,BALON FUTBOLL 3 CON LOGO EQUIP,2200,5,3256,4565879-1,0.0
4020,PLACA PARA TROFEOS O COPAS,1215,5,1798,84071800-K,0.0
4021,2540 SOQ HILO FINO OSCUR 10/12,940,10,1391,80450700-0,0.0
4022,1608 CALCETA TUBULA BL/DIJ 5/8,766,10,1133,80450700-0,0.0
4023,1608 CALCETA TUBUL BL/DIJ 8/10,903,10,1336,80450700-0,0.0
4024,1608 CALCETA TUBUL BL/DUJ 9/12,1110,10,1642,80450700-0,0.0
4025,1692 SOQUET TENIS BL/DIJ 10/12,1153,10,1706,80450700-0,0.0
4026,1692 SOQUETE TENIS BL/DIJ 9/10,1050,10,1554,80450700-0,0.0
4027,9500 CALCETIN LINEA HUGO C 5/6,681,10,1007,80450700-0,0.0
4028,9500 CALCETIN LINEA HUGO C 6/7,757,10,1120,80450700-0,0.0
4029,9510 CALCETIN LINIA HUGO C 7/8,827,10,1223,80450700-0,0.0
